ID	Sex	Ci
6136	3	17
6137	3	17
6138	3	17
6139	3	17
6140	3	17
6141	3	17
6142	3	17
6143	3	16
6144	3	16
6145	3	16
6146	3	16
6147	3	16
6148	3	16
6149	3	16
6150	3	16
6151	3	16
6152	3	16
6153	3	17
6154	3	17
6155	3	16
6156	3	16
6157	3	16
6158	3	16
6159	3	17
6160	3	17
6161	3	17
6162	3	17
6163	3	17
6164	3	17
6165	3	16
6166	3	16
6167	3	16
6168	3	17
6169	3	17
6170	3	16
6171	3	16
6172	3	16
6173	3	17
6174	3	17
6175	3	17
6176	3	17
6177	3	17
6178	3	16
6179	3	17
6180	3	17
6181	3	17
6182	3	17
6183	3	17
6184	3	17
6185	3	17
6186	3	17
6187	3	17
6188	3	17
6189	3	17
6190	3	17
6191	3	17
6192	3	17
6193	3	17
6194	3	16
6195	3	16
6196	3	16
6197	3	16
6198	3	16
6199	3	16
6200	3	16
6201	3	16
6202	3	17
6203	3	17
6204	3	17
6205	3	17
6206	3	17
6207	3	16
6208	3	16
6209	3	16
6210	3	16
6211	3	16
6212	3	16
6213	3	17
6214	3	17
6215	3	17
6216	3	17
6217	3	17
6218	3	16
6219	3	16
6220	3	16
6221	3	16
6222	3	16
6223	3	16
6224	3	16
6225	3	16
6226	3	16
6227	3	17
6228	3	16
6229	3	16
6230	3	16
6231	3	16
6232	3	16
6233	3	16
6234	3	16
6235	3	16
6236	3	16
6237	3	16
6238	3	16
6239	3	16
6240	3	16
6241	3	16
6242	3	16
6243	3	16
6244	3	16
6245	3	17
6246	3	17
6247	3	17
6248	3	17
6249	3	17
6250	3	17
6251	3	16
6252	3	16
6253	3	16
6254	3	16
6255	3	16
6256	3	16
6257	3	16
6258	3	16
6259	3	17
6260	3	17
6261	3	17
6262	3	17
6263	3	17
6264	3	17
6265	3	17
6266	3	17
6267	3	17
6268	3	16
6269	3	16
6270	3	17
6271	3	17
6272	3	17
6273	3	17
6274	3	17
6275	3	17
6276	3	16
6277	3	16
6278	3	16
6279	3	16
6280	3	16
6281	3	16
6282	3	16
6283	3	16
6284	3	16
6285	3	16
6286	3	17
6287	3	17
6288	3	17
6289	3	17
6290	3	17
6291	3	17
6292	3	17
6293	3	17
6294	3	17
6295	3	17
6296	3	17
6297	3	16
6298	3	16
6299	3	16
6300	3	16
6301	3	16
6302	3	16
6303	3	17
6304	3	17
6305	3	16
6306	3	16
6307	3	16
6308	3	17
6309	3	17
6310	3	17
6311	3	17
6312	3	17
6313	3	17
6314	3	17
6315	3	17
6316	3	17
6317	3	17
6318	3	17
6319	3	17
6320	3	17
6321	3	17
6322	3	16
6323	3	16
6324	3	16
6325	3	16
6326	3	16
6327	3	16
6328	3	16
6329	3	17
6330	3	17
6331	3	17
6332	3	17
6333	3	17
6334	3	17
6335	3	16
6336	3	16
6337	3	16
6338	3	16
6339	3	17
6340	3	17
6341	3	17
6342	3	17
6343	3	16
6344	3	16
6345	3	16
6346	3	16
6347	3	17
6348	3	17
6349	3	17
6350	3	17
6351	3	17
6352	3	17
6353	3	17
6354	3	17
6355	3	17
6356	3	17
6357	3	17
6358	3	17
6359	3	17
6360	3	17
6361	3	16
6362	3	16
6363	3	16
6364	3	16
6365	3	16
6366	3	16
6367	3	16
6368	3	17
6369	3	17
6370	3	17
6371	3	16
6372	3	16
6373	3	16
6374	3	16
6375	3	17
6376	3	17
6377	3	16
6378	3	16
6379	3	16
6380	3	16
6381	3	16
6382	3	16
6383	3	16
6384	3	16
6385	3	16
6386	3	16
6387	3	16
6388	3	16
6389	3	17
6390	3	17
6391	3	16
6392	3	16
6393	3	17
6394	3	17
6395	3	17
6396	3	17
6397	3	17
6398	3	17
6399	3	17
6400	3	17
6401	3	3
6402	1	3
6403	1	3
6404	1	3
6405	1	4
6406	1	3
6407	1	3
6408	3	4
6409	2	4
6410	2	4
6411	1	4
6412	2	4
6413	2	4
6414	3	5
6415	1	5
6416	3	5
6417	3	4
6418	1	5
6419	1	5
6420	3	4
6421	3	5
6422	3	5
6423	1	5
6424	3	5
6425	3	4
6426	3	4
6427	3	4
6428	1	5
6429	1	5
6430	3	4
6431	1	5
6432	3	5
6433	3	5
6434	3	5
6435	3	5
6436	1	6
6437	1	8
6438	1	6
6439	3	6
6440	3	6
6441	1	6
6442	1	6
6443	3	6
6444	3	5
6445	3	6
6446	3	6
6447	3	6
6448	3	6
6449	1	7
6450	1	10
6451	1	9
6452	1	7
6453	1	9
6454	3	8
6455	3	7
6456	1	10
6457	3	7
6458	3	7
6459	3	7
6460	1	7
6461	1	11
6462	1	10
6463	3	8
6464	2	10
6465	1	11
6466	2	8
6467	3	11
6468	3	11
6469	3	12
6470	3	11
6471	3	12
6472	1	9
6473	3	10
